dataset,datasetIteration,model,orientation,trainingType,val
ov,49,NAS14NN,first,allDatasets,0.985740065574646
ov,49,NAS14NN,first,justTargetDataset,1.468883752822876
ov,49,NAS14NN,second,allDatasets,0.9832369685173035
ov,49,NAS14NN,second,justTargetDataset,1.3342450857162476
pdac,49,NAS14NN,first,allDatasets,1.0412551164627075
pdac,49,NAS14NN,first,justTargetDataset,1.3415971994400024
pdac,49,NAS14NN,second,allDatasets,1.4068249464035034
pdac,49,NAS14NN,second,justTargetDataset,1.6502019166946411
all,49,NAS14NN,first,allDatasets,1.1364598274230957
all,49,NAS14NN,first,justTargetDataset,1.135783314704895
all,49,NAS14NN,second,allDatasets,0.8856258988380432
all,49,NAS14NN,second,justTargetDataset,0.8859531283378601
brca,50,NAS14NN,first,allDatasets,0.8385303020477295
brca,50,NAS14NN,first,justTargetDataset,1.3504170179367065
ccrcc,50,NAS14NN,first,allDatasets,0.7379284501075745
ccrcc,50,NAS14NN,first,justTargetDataset,1.0509006977081299
ccrcc,50,NAS14NN,second,allDatasets,0.6603277325630188
ccrcc,50,NAS14NN,second,justTargetDataset,1.1655892133712769
coad,50,NAS14NN,first,allDatasets,3.3342792987823486
coad,50,NAS14NN,first,justTargetDataset,3.527151346206665
coad,50,NAS14NN,second,allDatasets,0.9714273810386658
coad,50,NAS14NN,second,justTargetDataset,1.2656983137130737
gbm,50,NAS14NN,first,allDatasets,0.9145727157592773
gbm,50,NAS14NN,first,justTargetDataset,1.3306679725646973
gbm,50,NAS14NN,second,allDatasets,0.7776405811309814
gbm,50,NAS14NN,second,justTargetDataset,1.181618332862854
lscc,50,NAS14NN,first,allDatasets,0.5499216914176941
lscc,50,NAS14NN,first,justTargetDataset,0.9414932727813721
lscc,50,NAS14NN,second,allDatasets,0.5413472652435303
lscc,50,NAS14NN,second,justTargetDataset,0.9165663123130798
luad,50,NAS14NN,first,allDatasets,0.9144098162651062
luad,50,NAS14NN,first,justTargetDataset,1.262160301208496
luad,50,NAS14NN,second,allDatasets,0.9812387228012085
luad,50,NAS14NN,second,justTargetDataset,1.415390133857727
ov,50,NAS14NN,first,allDatasets,1.0234140157699585
ov,50,NAS14NN,first,justTargetDataset,1.5560948848724365
ov,50,NAS14NN,second,allDatasets,0.9446009397506714
ov,50,NAS14NN,second,justTargetDataset,1.2877037525177002
pdac,50,NAS14NN,first,allDatasets,1.177714467048645
all,50,NAS14NN,first,allDatasets,1.04812490940094
all,50,NAS14NN,first,justTargetDataset,1.0473005771636963
all,50,NAS14NN,second,allDatasets,0.8735087513923645
all,50,NAS14NN,second,justTargetDataset,0.8734568953514099
brca,51,NAS14NN,first,allDatasets,0.9153835773468018
brca,51,NAS14NN,first,justTargetDataset,1.2794779539108276
brca,51,NAS14NN,second,allDatasets,0.7814542055130005
brca,51,NAS14NN,second,justTargetDataset,1.2085351943969727
ccrcc,51,NAS14NN,first,allDatasets,1.2560559511184692
ccrcc,51,NAS14NN,first,justTargetDataset,1.5111415386199951
ccrcc,51,NAS14NN,second,allDatasets,0.7479211688041687
ccrcc,51,NAS14NN,second,justTargetDataset,1.101508378982544
coad,51,NAS14NN,first,allDatasets,8.00318717956543
coad,51,NAS14NN,first,justTargetDataset,7.756115436553955
coad,51,NAS14NN,second,allDatasets,1.352479338645935
coad,51,NAS14NN,second,justTargetDataset,1.638704538345337
gbm,51,NAS14NN,first,allDatasets,0.8212747573852539
gbm,51,NAS14NN,first,justTargetDataset,1.197703242301941
gbm,51,NAS14NN,second,allDatasets,0.8814982771873474
gbm,51,NAS14NN,second,justTargetDataset,1.3631701469421387
hnscc,51,NAS14NN,first,allDatasets,0.7588594555854797
hnscc,51,NAS14NN,first,justTargetDataset,1.1348191499710083
hnscc,51,NAS14NN,second,allDatasets,0.6624576449394226
hnscc,51,NAS14NN,second,justTargetDataset,1.0406091213226318
lscc,51,NAS14NN,first,allDatasets,0.5369647741317749
lscc,51,NAS14NN,first,justTargetDataset,0.9244009256362915
lscc,51,NAS14NN,second,allDatasets,0.5829023718833923
lscc,51,NAS14NN,second,justTargetDataset,1.004773497581482
luad,51,NAS14NN,first,allDatasets,1.5412532091140747
luad,51,NAS14NN,first,justTargetDataset,1.9532248973846436
luad,51,NAS14NN,second,allDatasets,0.6833532452583313
luad,51,NAS14NN,second,justTargetDataset,1.044333815574646
ov,51,NAS14NN,first,allDatasets,0.942232072353363
ov,51,NAS14NN,first,justTargetDataset,1.4066705703735352
ov,51,NAS14NN,second,allDatasets,1.070265769958496
ov,51,NAS14NN,second,justTargetDataset,1.5284842252731323
pdac,51,NAS14NN,first,allDatasets,2.2932143211364746
pdac,51,NAS14NN,first,justTargetDataset,2.358666181564331
pdac,51,NAS14NN,second,allDatasets,2.8828847408294678
pdac,51,NAS14NN,second,justTargetDataset,2.9878764152526855
all,51,NAS14NN,first,allDatasets,1.6833727359771729
all,51,NAS14NN,first,justTargetDataset,1.6841245889663696
all,51,NAS14NN,second,allDatasets,1.0236279964447021
all,51,NAS14NN,second,justTargetDataset,1.0247634649276733
brca,52,NAS14NN,first,allDatasets,0.8332862257957458
brca,52,NAS14NN,first,justTargetDataset,1.181153416633606
brca,52,NAS14NN,second,allDatasets,0.8791531920433044
brca,52,NAS14NN,second,justTargetDataset,1.354313611984253
ccrcc,52,NAS14NN,first,allDatasets,0.7070137858390808
ccrcc,52,NAS14NN,first,justTargetDataset,0.9997804164886475
ccrcc,52,NAS14NN,second,allDatasets,0.7306768894195557
ccrcc,52,NAS14NN,second,justTargetDataset,1.2433865070343018
coad,52,NAS14NN,first,allDatasets,1.837897777557373
coad,52,NAS14NN,first,justTargetDataset,2.0767133235931396
coad,52,NAS14NN,second,allDatasets,5.166772365570068
coad,52,NAS14NN,second,justTargetDataset,5.105236053466797
gbm,52,NAS14NN,first,allDatasets,0.807795524597168
gbm,52,NAS14NN,first,justTargetDataset,1.1765236854553223
gbm,52,NAS14NN,second,allDatasets,0.7760494351387024
gbm,52,NAS14NN,second,justTargetDataset,1.242093563079834
hnscc,52,NAS14NN,first,allDatasets,0.709673285484314
lscc,52,NAS14NN,first,allDatasets,0.5269965529441833
lscc,52,NAS14NN,first,justTargetDataset,0.9060753583908081
lscc,52,NAS14NN,second,allDatasets,0.5802323818206787
lscc,52,NAS14NN,second,justTargetDataset,0.9733818769454956
luad,52,NAS14NN,first,allDatasets,1.0564308166503906
luad,52,NAS14NN,first,justTargetDataset,1.600523591041565
luad,52,NAS14NN,second,allDatasets,0.7780430912971497
luad,52,NAS14NN,second,justTargetDataset,1.1528620719909668
ov,52,NAS14NN,first,allDatasets,0.9208952188491821
ov,52,NAS14NN,first,justTargetDataset,1.324832558631897
ov,52,NAS14NN,second,allDatasets,1.0894114971160889
ov,52,NAS14NN,second,justTargetDataset,1.5808947086334229
pdac,52,NAS14NN,first,allDatasets,1.3443163633346558
pdac,52,NAS14NN,first,justTargetDataset,1.5327224731445312
pdac,52,NAS14NN,second,allDatasets,2.111304998397827
pdac,52,NAS14NN,second,justTargetDataset,2.2446484565734863
all,52,NAS14NN,first,allDatasets,0.9453197121620178
all,52,NAS14NN,first,justTargetDataset,0.9449973702430725
all,52,NAS14NN,second,allDatasets,1.2702234983444214
all,52,NAS14NN,second,justTargetDataset,1.2695112228393555
brca,53,NAS14NN,first,allDatasets,1.0533658266067505
brca,53,NAS14NN,first,justTargetDataset,1.4791268110275269
brca,53,NAS14NN,second,allDatasets,0.7533069252967834
brca,53,NAS14NN,second,justTargetDataset,1.1596524715423584
ccrcc,53,NAS14NN,first,allDatasets,0.6628512740135193
ccrcc,53,NAS14NN,first,justTargetDataset,0.9362543821334839
ccrcc,53,NAS14NN,second,allDatasets,0.6975743174552917
ccrcc,53,NAS14NN,second,justTargetDataset,1.3548332452774048
coad,53,NAS14NN,first,allDatasets,5.142935276031494
coad,53,NAS14NN,first,justTargetDataset,5.119585037231445
coad,53,NAS14NN,second,allDatasets,1.9618046283721924
coad,53,NAS14NN,second,justTargetDataset,2.162959575653076
gbm,53,NAS14NN,first,allDatasets,4.746769428253174
gbm,53,NAS14NN,first,justTargetDataset,5.719615936279297
gbm,53,NAS14NN,second,allDatasets,0.7723948955535889
gbm,53,NAS14NN,second,justTargetDataset,1.1268784999847412
hnscc,53,NAS14NN,first,allDatasets,0.6714038848876953
hnscc,53,NAS14NN,first,justTargetDataset,1.0450923442840576
hnscc,53,NAS14NN,second,allDatasets,0.7862937450408936
hnscc,53,NAS14NN,second,justTargetDataset,1.217186689376831
luad,53,NAS14NN,first,allDatasets,0.7129109501838684
luad,53,NAS14NN,first,justTargetDataset,1.0984642505645752
luad,53,NAS14NN,second,allDatasets,0.8116368055343628
luad,53,NAS14NN,second,justTargetDataset,1.1719285249710083
ov,53,NAS14NN,first,allDatasets,1.6500658988952637
ov,53,NAS14NN,first,justTargetDataset,2.102905511856079
ov,53,NAS14NN,second,allDatasets,1.0934820175170898
ov,53,NAS14NN,second,justTargetDataset,1.5764830112457275
pdac,53,NAS14NN,first,allDatasets,1.1374015808105469
pdac,53,NAS14NN,first,justTargetDataset,1.3942396640777588
pdac,53,NAS14NN,second,allDatasets,0.8608589768409729
pdac,53,NAS14NN,second,justTargetDataset,1.2426930665969849
all,53,NAS14NN,first,allDatasets,1.5421605110168457
all,53,NAS14NN,first,justTargetDataset,1.5419442653656006
all,53,NAS14NN,second,allDatasets,0.8798544406890869
all,53,NAS14NN,second,justTargetDataset,0.8810541033744812
brca,54,NAS14NN,first,allDatasets,0.771940290927887
brca,54,NAS14NN,first,justTargetDataset,1.2007429599761963
brca,54,NAS14NN,second,allDatasets,0.9493942856788635
brca,54,NAS14NN,second,justTargetDataset,1.268254041671753
ccrcc,54,NAS14NN,first,allDatasets,0.7098387479782104
ccrcc,54,NAS14NN,first,justTargetDataset,1.0310711860656738
ccrcc,54,NAS14NN,second,allDatasets,0.6779021620750427
ccrcc,54,NAS14NN,second,justTargetDataset,1.1258373260498047
coad,54,NAS14NN,first,allDatasets,0.9337079524993896
coad,54,NAS14NN,first,justTargetDataset,1.2286566495895386
coad,54,NAS14NN,second,allDatasets,1.634125828742981
coad,54,NAS14NN,second,justTargetDataset,1.8846322298049927
gbm,54,NAS14NN,first,allDatasets,0.8222633600234985
gbm,54,NAS14NN,first,justTargetDataset,1.1840014457702637
lscc,54,NAS14NN,first,allDatasets,0.5622181296348572
lscc,54,NAS14NN,first,justTargetDataset,0.9554501175880432
lscc,54,NAS14NN,second,allDatasets,0.5407979488372803
lscc,54,NAS14NN,second,justTargetDataset,0.9235970377922058
luad,54,NAS14NN,first,allDatasets,0.7607904076576233
luad,54,NAS14NN,first,justTargetDataset,1.1375194787979126
luad,54,NAS14NN,second,allDatasets,0.7215762138366699
luad,54,NAS14NN,second,justTargetDataset,1.0790905952453613
ov,54,NAS14NN,first,allDatasets,1.007538914680481
ov,54,NAS14NN,first,justTargetDataset,1.4276987314224243
ov,54,NAS14NN,second,allDatasets,1.0284321308135986
ov,54,NAS14NN,second,justTargetDataset,1.5228755474090576
pdac,54,NAS14NN,first,allDatasets,5.835933208465576
pdac,54,NAS14NN,first,justTargetDataset,5.180500030517578
pdac,54,NAS14NN,second,allDatasets,3.9250478744506836
pdac,54,NAS14NN,second,justTargetDataset,3.732163429260254
all,54,NAS14NN,first,allDatasets,1.2801079750061035
all,54,NAS14NN,first,justTargetDataset,1.2796077728271484
all,54,NAS14NN,second,allDatasets,1.1304341554641724
all,54,NAS14NN,second,justTargetDataset,1.1304923295974731
brca,55,NAS14NN,first,allDatasets,0.9208759069442749
brca,55,NAS14NN,first,justTargetDataset,1.4049456119537354
brca,55,NAS14NN,second,allDatasets,0.7725821137428284
ccrcc,55,NAS14NN,first,allDatasets,2.2397546768188477
ccrcc,55,NAS14NN,first,justTargetDataset,2.2770559787750244
ccrcc,55,NAS14NN,second,allDatasets,0.7232073545455933
ccrcc,55,NAS14NN,second,justTargetDataset,1.0805002450942993
gbm,55,NAS14NN,first,allDatasets,3.711373805999756
gbm,55,NAS14NN,first,justTargetDataset,5.064801216125488
gbm,55,NAS14NN,second,allDatasets,0.9065218567848206
gbm,55,NAS14NN,second,justTargetDataset,1.334480881690979
lscc,55,NAS14NN,first,allDatasets,0.645839273929596
luad,55,NAS14NN,first,allDatasets,0.7173845767974854
luad,55,NAS14NN,first,justTargetDataset,1.1016536951065063
pdac,55,NAS14NN,first,allDatasets,1.0486646890640259
pdac,55,NAS14NN,first,justTargetDataset,1.9860587120056152
pdac,55,NAS14NN,second,allDatasets,1.1795272827148438
all,55,NAS14NN,first,allDatasets,1.5272890329360962
all,55,NAS14NN,first,justTargetDataset,1.5257915258407593
all,55,NAS14NN,second,allDatasets,1.072957158088684
all,55,NAS14NN,second,justTargetDataset,1.0738887786865234
brca,56,NAS14NN,first,allDatasets,0.8936028480529785
brca,56,NAS14NN,first,justTargetDataset,1.2991420030593872
brca,56,NAS14NN,second,allDatasets,0.8035997748374939
brca,56,NAS14NN,second,justTargetDataset,1.2049436569213867
ccrcc,56,NAS14NN,first,allDatasets,0.6031215190887451
ccrcc,56,NAS14NN,first,justTargetDataset,0.9162731170654297
ccrcc,56,NAS14NN,second,allDatasets,0.776677131652832
ccrcc,56,NAS14NN,second,justTargetDataset,1.1194976568222046
gbm,56,NAS14NN,first,allDatasets,0.87540602684021
hnscc,56,NAS14NN,first,allDatasets,0.7137868404388428
hnscc,56,NAS14NN,first,justTargetDataset,1.0747482776641846
hnscc,56,NAS14NN,second,allDatasets,0.6792646646499634
hnscc,56,NAS14NN,second,justTargetDataset,1.0369641780853271
lscc,56,NAS14NN,first,allDatasets,0.5059402585029602
luad,56,NAS14NN,first,allDatasets,1.5721508264541626
luad,56,NAS14NN,first,justTargetDataset,1.985527753829956
luad,56,NAS14NN,second,allDatasets,0.7318766713142395
luad,56,NAS14NN,second,justTargetDataset,1.0868816375732422
pdac,56,NAS14NN,first,allDatasets,1.110009789466858
pdac,56,NAS14NN,first,justTargetDataset,1.4806525707244873
pdac,56,NAS14NN,second,allDatasets,1.1425511837005615
pdac,56,NAS14NN,second,justTargetDataset,1.4456006288528442
all,56,NAS14NN,first,allDatasets,1.4255980253219604
all,56,NAS14NN,first,justTargetDataset,1.424742341041565
ccrcc,57,NAS14NN,first,allDatasets,0.6519126296043396
ccrcc,57,NAS14NN,first,justTargetDataset,0.9435616731643677
ccrcc,57,NAS14NN,second,allDatasets,0.7174545526504517
ccrcc,57,NAS14NN,second,justTargetDataset,1.0455303192138672
coad,57,NAS14NN,first,allDatasets,2.1201419830322266
coad,57,NAS14NN,first,justTargetDataset,2.385718584060669
coad,57,NAS14NN,second,allDatasets,5.266180515289307
coad,57,NAS14NN,second,justTargetDataset,5.408046722412109
hnscc,57,NAS14NN,first,allDatasets,1.0011606216430664
hnscc,57,NAS14NN,first,justTargetDataset,1.4341665506362915
hnscc,57,NAS14NN,second,allDatasets,0.6793016791343689
hnscc,57,NAS14NN,second,justTargetDataset,1.1821235418319702
lscc,57,NAS14NN,first,allDatasets,0.529634952545166
lscc,57,NAS14NN,first,justTargetDataset,0.937184751033783
lscc,57,NAS14NN,second,allDatasets,0.5892965793609619
lscc,57,NAS14NN,second,justTargetDataset,1.000957727432251
luad,57,NAS14NN,first,allDatasets,0.7172277569770813
luad,57,NAS14NN,first,justTargetDataset,1.0531601905822754
luad,57,NAS14NN,second,allDatasets,0.7975672483444214
luad,57,NAS14NN,second,justTargetDataset,1.2726908922195435
pdac,57,NAS14NN,first,allDatasets,2.498784303665161
pdac,57,NAS14NN,first,justTargetDataset,2.464848041534424
pdac,57,NAS14NN,second,allDatasets,1.2593889236450195
pdac,57,NAS14NN,second,justTargetDataset,1.666541576385498
all,57,NAS14NN,first,allDatasets,1.0854518413543701
all,57,NAS14NN,first,justTargetDataset,1.087629795074463
all,57,NAS14NN,second,allDatasets,1.163952350616455
all,57,NAS14NN,second,justTargetDataset,1.1656935214996338
brca,58,NAS14NN,first,allDatasets,0.8421623706817627
brca,58,NAS14NN,first,justTargetDataset,1.2630670070648193
brca,58,NAS14NN,second,allDatasets,0.8211944103240967
brca,58,NAS14NN,second,justTargetDataset,1.2317051887512207
ccrcc,58,NAS14NN,first,allDatasets,0.6754982471466064
ccrcc,58,NAS14NN,first,justTargetDataset,0.974355936050415
ccrcc,58,NAS14NN,second,allDatasets,0.6894527077674866
ccrcc,58,NAS14NN,second,justTargetDataset,1.0803052186965942
coad,58,NAS14NN,first,allDatasets,1.7430627346038818
coad,58,NAS14NN,first,justTargetDataset,2.067157030105591
coad,58,NAS14NN,second,allDatasets,3.857799768447876
coad,58,NAS14NN,second,justTargetDataset,3.835681200027466
gbm,58,NAS14NN,first,allDatasets,0.8955297470092773
gbm,58,NAS14NN,first,justTargetDataset,1.3276559114456177
gbm,58,NAS14NN,second,allDatasets,0.8105865716934204
gbm,58,NAS14NN,second,justTargetDataset,1.2344958782196045
hnscc,58,NAS14NN,first,allDatasets,0.779980480670929
hnscc,58,NAS14NN,first,justTargetDataset,1.1574238538742065
hnscc,58,NAS14NN,second,allDatasets,0.6796999573707581
hnscc,58,NAS14NN,second,justTargetDataset,1.0728352069854736
lscc,58,NAS14NN,first,allDatasets,0.5577881336212158
lscc,58,NAS14NN,first,justTargetDataset,0.9498946666717529
lscc,58,NAS14NN,second,allDatasets,0.5270224809646606
lscc,58,NAS14NN,second,justTargetDataset,0.9034128785133362
luad,58,NAS14NN,first,allDatasets,0.9395353198051453
luad,58,NAS14NN,first,justTargetDataset,1.331642746925354
luad,58,NAS14NN,second,allDatasets,1.019601821899414
luad,58,NAS14NN,second,justTargetDataset,1.5818277597427368
ov,58,NAS14NN,first,allDatasets,0.939027726650238
pdac,58,NAS14NN,first,allDatasets,0.9308043122291565
pdac,58,NAS14NN,first,justTargetDataset,1.3013978004455566
pdac,58,NAS14NN,second,allDatasets,1.4023478031158447
pdac,58,NAS14NN,second,justTargetDataset,1.658966064453125
all,58,NAS14NN,first,allDatasets,0.9027518033981323
all,58,NAS14NN,first,justTargetDataset,0.9025672078132629
all,58,NAS14NN,second,allDatasets,1.1083312034606934
all,58,NAS14NN,second,justTargetDataset,1.1084463596343994
brca,59,NAS14NN,first,allDatasets,0.904302716255188
brca,59,NAS14NN,first,justTargetDataset,1.3496925830841064
brca,59,NAS14NN,second,allDatasets,0.7980252504348755
brca,59,NAS14NN,second,justTargetDataset,1.1689481735229492
ccrcc,59,NAS14NN,first,allDatasets,0.7379029393196106
ccrcc,59,NAS14NN,first,justTargetDataset,1.090266466140747
ccrcc,59,NAS14NN,second,allDatasets,0.6336502432823181
ccrcc,59,NAS14NN,second,justTargetDataset,0.9310757517814636
coad,59,NAS14NN,first,allDatasets,2.67612361907959
coad,59,NAS14NN,first,justTargetDataset,2.8234384059906006
coad,59,NAS14NN,second,allDatasets,1.5591888427734375
coad,59,NAS14NN,second,justTargetDataset,1.839879035949707
gbm,59,NAS14NN,first,allDatasets,0.8753959536552429
gbm,59,NAS14NN,first,justTargetDataset,1.351777195930481
gbm,59,NAS14NN,second,allDatasets,0.7966563701629639
gbm,59,NAS14NN,second,justTargetDataset,1.1388195753097534
hnscc,59,NAS14NN,first,allDatasets,0.6935186982154846
hnscc,59,NAS14NN,first,justTargetDataset,1.0703390836715698
hnscc,59,NAS14NN,second,allDatasets,0.7339600324630737
hnscc,59,NAS14NN,second,justTargetDataset,1.1192457675933838
lscc,59,NAS14NN,first,allDatasets,0.47938308119773865
lscc,59,NAS14NN,first,justTargetDataset,0.8533271551132202
lscc,59,NAS14NN,second,allDatasets,0.6559642553329468
lscc,59,NAS14NN,second,justTargetDataset,1.0783283710479736
luad,59,NAS14NN,first,allDatasets,0.7951074242591858
luad,59,NAS14NN,first,justTargetDataset,1.1441951990127563
luad,59,NAS14NN,second,allDatasets,0.683392345905304
luad,59,NAS14NN,second,justTargetDataset,1.1030067205429077
pdac,59,NAS14NN,first,allDatasets,1.3922991752624512
pdac,59,NAS14NN,first,justTargetDataset,1.6417146921157837
pdac,59,NAS14NN,second,allDatasets,0.8597500324249268
pdac,59,NAS14NN,second,justTargetDataset,1.171735405921936
all,59,NAS14NN,first,allDatasets,0.9860056638717651
all,59,NAS14NN,first,justTargetDataset,0.9857128858566284
all,59,NAS14NN,second,allDatasets,0.9269025325775146
all,59,NAS14NN,second,justTargetDataset,0.9273752570152283
brca,60,NAS14NN,first,allDatasets,0.8759451508522034
brca,60,NAS14NN,first,justTargetDataset,1.2883466482162476
brca,60,NAS14NN,second,allDatasets,1.1052138805389404
brca,60,NAS14NN,second,justTargetDataset,1.5822199583053589
coad,60,NAS14NN,first,allDatasets,1.4619747400283813
coad,60,NAS14NN,first,justTargetDataset,1.7349640130996704
coad,60,NAS14NN,second,allDatasets,3.107861280441284
coad,60,NAS14NN,second,justTargetDataset,3.3907673358917236
hnscc,60,NAS14NN,first,allDatasets,0.781568169593811
hnscc,60,NAS14NN,first,justTargetDataset,1.2163400650024414
